1	1087939.23	313
2	1087938.926	313
3	1087938.978	313
4	1087938.77	313
5	1087938.746	313
6	1087938.84	313
7	1087939.516	313
8	1087939.498	313
9	1087939.672	313
10	1087939.822	313
20	1087938.362	313
30	1087936.276	313
40	1087934.95	313
50	1087934.596	313
60	1087933.982	313
70	1087933.244	313
80	1087934.074	313
90	1087935.846	313
100	1087936.724	313
200	1087938.244	313
300	1087933.838	313
400	1087923.79	313
500	1087917.538	313
600	1087906.436	313
700	1087897.372	313
800	1087882.008	313
900	1087873.51	313
1000	1087872.974	313
2000	1087785.254	313
3000	1087698.222	313
4000	1087608.518	313
5000	1087523.54	313
6000	1087431.562	313
7000	1087337.794	313
8000	1087231.856	313
9000	1087134.48	313
10000	1087051.744	313
20000	1086146.518	313
30000	1085275.632	313
40000	1084343.888	313
50000	1083449.522	313
60000	1082547.564	313
70000	1081673.81	313
80000	1080794.316	313
90000	1079915.492	313
100000	1079058.952	313
110000	1078196.468	313
120000	1077296.936	313
130000	1076403.444	313
140000	1075511.822	313
150000	1074600.25	313
160000	1073687.71	313
170000	1072801.344	313
180000	1071916.89	313
190000	1071015.47	313
200000	1070083.74	313
210000	1069186.758	313
220000	1068304.402	313
230000	1067416.926	313
240000	1066523.982	313
250000	1065660.144	313
260000	1064832.734	313
270000	1063978.896	313
280000	1063115.382	313
290000	1062264.524	313
300000	1061414.524	313
310000	1060585.16	313
320000	1059754.308	313
330000	1058908.994	313
340000	1058065.742	313
350000	1057203.708	313
360000	1056350.69	313
370000	1055544.222	313
380000	1054728.168	313
390000	1053897.754	313
400000	1053102.724	313
410000	1052268.734	313
420000	1051402.57	313
430000	1050606.9	313
440000	1049834.644	313
450000	1049031.752	313
460000	1048230.086	313
470000	1047434.128	313
480000	1046673.738	313
490000	1045883.08	313
500000	1045067.106	313
510000	1044294.542	313
520000	1043493.25	313
530000	1042716.526	313
540000	1041937.822	313
550000	1041183.332	313
560000	1040428.576	313
570000	1039654.526	313
580000	1038881.984	313
590000	1038127.614	313
600000	1037374.63	313
610000	1036613.674	313
620000	1035899.386	313
630000	1035163.78	313
640000	1034458.434	313
650000	1033733.958	313
660000	1033021.582	313
670000	1032306.148	313
680000	1031622.834	313
690000	1030939.268	313
700000	1030229.886	313
710000	1029535.284	313
720000	1028844.904	313
730000	1028150.048	313
740000	1027480.746	313
750000	1026788.166	313
760000	1026137.94	313
770000	1025482.88	313
780000	1024816.768	313
790000	1024166.71	313
800000	1023523.638	313
810000	1022853.372	313
820000	1022202.19	313
830000	1021574.646	313
840000	1020930.956	313
850000	1020311.692	313
860000	1019698.278	313
870000	1019078.242	313
880000	1018463.554	313
890000	1017854.648	313
900000	1017226.184	313
910000	1016611.84	313
920000	1016006.88	313
930000	1015412.974	313
940000	1014798.498	313
950000	1014209.776	313
960000	1013598.912	313
970000	1013006.652	313
980000	1012398.054	313
990000	1011798.666	313
1000000	1011212.182	313
1100000	1005631.41	313
1200000	1000327.08	313
1300000	995358.044	313
1400000	990493.394	313
1500000	985829.088	313
1600000	981438.26	313
1700000	977298.548	313
1800000	973407.656	313
1900000	969734.952	313
2000000	966173.276	313
2100000	962796.154	313
2200000	959572.986	313
2300000	956469.318	313
2400000	953560.018	313
2500000	950678.262	313
2600000	947864.86	313
2700000	945217.97	313
2800000	942712.694	313
2900000	940406.614	313
3000000	938107.51	313
3100000	935879.896	313
3200000	933637.934	313
3300000	931497.254	313
3400000	929466.25	313
3500000	927557.838	313
3600000	925695.134	313
3700000	923970.186	313
3800000	922234.068	313
3900000	920540.078	313
