1	18.0
2	13.5
3	13.0
4	12.5
5	11.8
6	13.166666666666666
7	11.571428571428571
8	11.125
9	10.444444444444445
10	11.0
20	10.599
30	9.799333333333333
40	10.35
50	11.02
60	11.050333333333333
70	11.043142857142858
80	10.6495
90	10.799555555555555
100	10.6592
200	10.963600000000001
300	11.03806666666667
400	11.0132
500	11.071599999999998
600	10.894233333333325
700	10.907342857142847
800	10.873799999999987
900	10.90744444444443
1000	10.977019999999982
2000	11.191939999999928
3000	11.150819999999902
4000	11.081649999999929
5000	11.080751999999945
6000	11.094093333333308
7000	11.047717142857119
8000	11.038295000000003
9000	11.018088888888927
10000	10.996122000000046
20000	10.978657000000007
