0 	 1.067491e-02 	 1.067491e-02
1 	 1.067491e-02 	 1.067491e-02
2 	 1.067491e-02 	 1.067412e-02
3 	 1.067491e-02 	 1.067412e-02
4 	 1.067491e-02 	 1.067383e-02
5 	 1.067491e-02 	 1.067338e-02
6 	 1.067491e-02 	 1.067338e-02
7 	 1.067491e-02 	 1.067277e-02
8 	 1.067491e-02 	 1.067179e-02
9 	 1.067491e-02 	 1.067166e-02
10 	 1.067491e-02 	 1.067263e-02
20 	 1.067491e-02 	 1.070316e-02
30 	 1.067491e-02 	 1.070236e-02
40 	 1.067491e-02 	 1.069399e-02
50 	 1.067491e-02 	 1.069391e-02
60 	 1.067491e-02 	 1.069365e-02
70 	 1.067491e-02 	 1.054108e-02
80 	 1.067491e-02 	 1.043021e-02
90 	 1.067491e-02 	 1.037321e-02
100 	 1.067491e-02 	 1.037321e-02
200 	 1.067491e-02 	 1.035150e-02
300 	 1.067491e-02 	 1.045133e-02
400 	 1.067491e-02 	 1.008386e-02
500 	 1.067491e-02 	 9.852883e-03
600 	 1.067491e-02 	 9.660386e-03
700 	 1.067491e-02 	 9.579139e-03
800 	 1.067491e-02 	 9.337026e-03
900 	 1.067491e-02 	 9.183844e-03
1000 	 1.067491e-02 	 8.907464e-03
2000 	 1.067491e-02 	 7.999460e-03
3000 	 1.067491e-02 	 6.884396e-03
4000 	 1.067491e-02 	 6.361282e-03
5000 	 1.067491e-02 	 5.996505e-03
6000 	 1.067491e-02 	 5.816866e-03
7000 	 1.067491e-02 	 5.645437e-03
8000 	 1.067491e-02 	 5.512937e-03
9000 	 1.067491e-02 	 5.385512e-03
10000 	 1.067491e-02 	 5.287861e-03
20000 	 1.067491e-02 	 4.801795e-03
30000 	 1.067491e-02 	 4.532686e-03
40000 	 1.067491e-02 	 4.389132e-03
50000 	 1.067491e-02 	 4.340881e-03
60000 	 1.067491e-02 	 4.357776e-03
70000 	 1.067491e-02 	 4.270694e-03
80000 	 1.067491e-02 	 4.270968e-03
90000 	 1.067491e-02 	 4.270041e-03
100000 	 1.067491e-02 	 4.277802e-03
110000 	 1.067491e-02 	 4.245111e-03
110000 	 1.067491e-02 	 4.245111e-03
120000 	 1.067491e-02 	 4.228758e-03
120000 	 1.067491e-02 	 4.228758e-03
130000 	 1.067491e-02 	 4.262531e-03
130000 	 1.067491e-02 	 4.262531e-03
140000 	 1.067491e-02 	 4.286455e-03
140000 	 1.067491e-02 	 4.286455e-03
150000 	 1.067491e-02 	 4.264212e-03
150000 	 1.067491e-02 	 4.264212e-03
160000 	 1.067491e-02 	 4.249665e-03
160000 	 1.067491e-02 	 4.249665e-03
170000 	 1.067491e-02 	 4.262379e-03
170000 	 1.067491e-02 	 4.262379e-03
180000 	 1.067491e-02 	 4.214621e-03
180000 	 1.067491e-02 	 4.214621e-03
190000 	 1.067491e-02 	 4.271814e-03
190000 	 1.067491e-02 	 4.271814e-03
200000 	 1.067491e-02 	 4.268639e-03
200000 	 1.067491e-02 	 4.268639e-03
210000 	 1.067491e-02 	 4.275655e-03
210000 	 1.067491e-02 	 4.275655e-03
220000 	 1.067491e-02 	 4.249068e-03
220000 	 1.067491e-02 	 4.249068e-03
230000 	 1.067491e-02 	 4.284467e-03
230000 	 1.067491e-02 	 4.284467e-03
240000 	 1.067491e-02 	 4.263088e-03
240000 	 1.067491e-02 	 4.263088e-03
250000 	 1.067491e-02 	 4.259366e-03
250000 	 1.067491e-02 	 4.259366e-03
260000 	 1.067491e-02 	 4.240580e-03
260000 	 1.067491e-02 	 4.240580e-03
270000 	 1.067491e-02 	 4.226244e-03
270000 	 1.067491e-02 	 4.226244e-03
280000 	 1.067491e-02 	 4.249220e-03
280000 	 1.067491e-02 	 4.249220e-03
290000 	 1.067491e-02 	 4.242930e-03
290000 	 1.067491e-02 	 4.242930e-03
300000 	 1.067491e-02 	 4.231518e-03
300000 	 1.067491e-02 	 4.231518e-03
310000 	 1.067491e-02 	 4.272825e-03
310000 	 1.067491e-02 	 4.272825e-03
320000 	 1.067491e-02 	 4.241998e-03
320000 	 1.067491e-02 	 4.241998e-03
330000 	 1.067491e-02 	 4.240685e-03
330000 	 1.067491e-02 	 4.240685e-03
340000 	 1.067491e-02 	 4.175138e-03
340000 	 1.067491e-02 	 4.175138e-03
350000 	 1.067491e-02 	 4.238691e-03
350000 	 1.067491e-02 	 4.238691e-03
360000 	 1.067491e-02 	 4.258596e-03
360000 	 1.067491e-02 	 4.258596e-03
370000 	 1.067491e-02 	 4.256514e-03
370000 	 1.067491e-02 	 4.256514e-03
380000 	 1.067491e-02 	 4.277116e-03
380000 	 1.067491e-02 	 4.277116e-03
390000 	 1.067491e-02 	 4.248328e-03
390000 	 1.067491e-02 	 4.248328e-03
400000 	 1.067491e-02 	 4.283475e-03
400000 	 1.067491e-02 	 4.283475e-03
410000 	 1.067491e-02 	 4.285332e-03
410000 	 1.067491e-02 	 4.285332e-03
420000 	 1.067491e-02 	 4.240499e-03
420000 	 1.067491e-02 	 4.240499e-03
430000 	 1.067491e-02 	 4.211554e-03
430000 	 1.067491e-02 	 4.211554e-03
440000 	 1.067491e-02 	 4.251103e-03
440000 	 1.067491e-02 	 4.251103e-03
450000 	 1.067491e-02 	 4.298362e-03
450000 	 1.067491e-02 	 4.298362e-03
460000 	 1.067491e-02 	 4.269043e-03
460000 	 1.067491e-02 	 4.269043e-03
470000 	 1.067491e-02 	 4.297051e-03
470000 	 1.067491e-02 	 4.297051e-03
480000 	 1.067491e-02 	 4.237391e-03
480000 	 1.067491e-02 	 4.237391e-03
490000 	 1.067491e-02 	 4.277191e-03
490000 	 1.067491e-02 	 4.277191e-03
500000 	 1.067491e-02 	 4.229925e-03
500000 	 1.067491e-02 	 4.229925e-03
510000 	 1.067491e-02 	 4.244197e-03
510000 	 1.067491e-02 	 4.244197e-03
520000 	 1.067491e-02 	 4.260392e-03
520000 	 1.067491e-02 	 4.260392e-03
530000 	 1.067491e-02 	 4.213874e-03
530000 	 1.067491e-02 	 4.213874e-03
540000 	 1.067491e-02 	 4.201288e-03
540000 	 1.067491e-02 	 4.201288e-03
550000 	 1.067491e-02 	 4.281551e-03
550000 	 1.067491e-02 	 4.281551e-03
560000 	 1.067491e-02 	 4.293297e-03
560000 	 1.067491e-02 	 4.293297e-03
570000 	 1.067491e-02 	 4.279518e-03
570000 	 1.067491e-02 	 4.279518e-03
580000 	 1.067491e-02 	 4.275379e-03
580000 	 1.067491e-02 	 4.275379e-03
590000 	 1.067491e-02 	 4.281588e-03
590000 	 1.067491e-02 	 4.281588e-03
600000 	 1.067491e-02 	 4.233326e-03
600000 	 1.067491e-02 	 4.233326e-03
610000 	 1.067491e-02 	 4.214650e-03
610000 	 1.067491e-02 	 4.214650e-03
620000 	 1.067491e-02 	 4.239805e-03
620000 	 1.067491e-02 	 4.239805e-03
630000 	 1.067491e-02 	 4.183927e-03
630000 	 1.067491e-02 	 4.183927e-03
640000 	 1.067491e-02 	 4.197467e-03
640000 	 1.067491e-02 	 4.197467e-03
650000 	 1.067491e-02 	 4.258128e-03
650000 	 1.067491e-02 	 4.258128e-03
660000 	 1.067491e-02 	 4.318553e-03
660000 	 1.067491e-02 	 4.318553e-03
670000 	 1.067491e-02 	 4.250743e-03
670000 	 1.067491e-02 	 4.250743e-03
680000 	 1.067491e-02 	 4.236885e-03
680000 	 1.067491e-02 	 4.236885e-03
690000 	 1.067491e-02 	 4.264949e-03
690000 	 1.067491e-02 	 4.264949e-03
700000 	 1.067491e-02 	 4.208176e-03
700000 	 1.067491e-02 	 4.208176e-03
710000 	 1.067491e-02 	 4.214568e-03
710000 	 1.067491e-02 	 4.214568e-03
720000 	 1.067491e-02 	 4.225827e-03
720000 	 1.067491e-02 	 4.225827e-03
730000 	 1.067491e-02 	 4.255345e-03
730000 	 1.067491e-02 	 4.255345e-03
740000 	 1.067491e-02 	 4.230902e-03
740000 	 1.067491e-02 	 4.230902e-03
750000 	 1.067491e-02 	 4.202735e-03
750000 	 1.067491e-02 	 4.202735e-03
760000 	 1.067491e-02 	 4.238542e-03
760000 	 1.067491e-02 	 4.238542e-03
770000 	 1.067491e-02 	 4.261928e-03
770000 	 1.067491e-02 	 4.261928e-03
780000 	 1.067491e-02 	 4.263743e-03
780000 	 1.067491e-02 	 4.263743e-03
790000 	 1.067491e-02 	 4.251786e-03
790000 	 1.067491e-02 	 4.251786e-03
800000 	 1.067491e-02 	 4.273740e-03
800000 	 1.067491e-02 	 4.273740e-03
810000 	 1.067491e-02 	 4.247277e-03
810000 	 1.067491e-02 	 4.247277e-03
820000 	 1.067491e-02 	 4.271536e-03
820000 	 1.067491e-02 	 4.271536e-03
830000 	 1.067491e-02 	 4.308424e-03
830000 	 1.067491e-02 	 4.308424e-03
840000 	 1.067491e-02 	 4.264283e-03
840000 	 1.067491e-02 	 4.264283e-03
850000 	 1.067491e-02 	 4.267798e-03
850000 	 1.067491e-02 	 4.267798e-03
860000 	 1.067491e-02 	 4.207964e-03
860000 	 1.067491e-02 	 4.207964e-03
870000 	 1.067491e-02 	 4.288291e-03
